date,provider,game,row_count,requests,impressions,clicks,revenue
2020-06-02,admob,ninjarunfree,636,161894,2890,255,28.44268420699518
2020-06-02,adcolony,sniper3d,20,80,82,1,0.0
2020-06-02,unityads,android_flightpilot,1069,449675,114697,0,273.35999939218163
2020-06-02,facebook,battletanksbeta,1401,1139094,9590,190,179.3499050848186
2020-06-02,admob,flightpilot,1283,475798,11045,433,109.31549878627993
2020-06-02,facebook,battleroyale,1875,6505537,38325,755,488.8267806402873
2020-06-02,tiktok,battleroyale,6,0,4133,386,51.70000076293945
2020-06-02,applovin,battletanksbeta,315,0,6340,1218,23.9299999717623
2020-06-02,mintegral,sniper3d,432,2760604,7979,1929,125.1999982893467
2020-06-02,unityads,flightpilot,602,61658,18545,0,74.68000088445842
2020-06-02,mopub,android_flightpilot,368,179684,125,5,0.015601600094669266
2020-06-02,tiktok,flightpilot,4,0,0,0,0.0
2020-06-02,facebook,android_battleroyale,2687,13009067,58509,662,259.1914583567086
2020-06-02,ironsource,ninjarunfree,2178,0,10113,3516,62.559998881071806
2020-06-02,applovin,android_flightpilot,670,0,52500,22617,107.44000035338104
2020-06-02,chartboost,flightpilot,42,0,4652,27,27.609654757747194
2020-06-02,chartboost,sniper3d,802,0,145572,157,1298.7212549569667
2020-06-02,admob,android_battleroyale,1252,6216517,24495,250,224.27263695723377
2020-06-02,unityads,battletanksbeta,473,173429,13181,0,108.28999957442284
2020-06-02,admob,android_sniper3d,1330,60816908,496737,7022,3937.013440687675
2020-06-02,admob,sniper3d,1340,24250608,161044,3140,2631.0822848486714
2020-06-02,chartboost,android_flightpilot,293,0,5732,414,3.50379799939401
2020-06-02,scalemonk,flightpilot,1,"",10,"",0.030659999698400497
2020-06-02,vungle,android_battletanksbeta,1,0,0,0,0.0
2020-06-02,ironsource,android_battletanksbeta,569,0,3426,506,17.2200000397861
2020-06-02,facebook,flightpilot,1138,29600,8356,229,73.51180774142267
2020-06-02,ironsource,android_sniper3d,456,0,2963,9,2.3400000035762787
2020-06-02,adcolony,android_sniper3d,19,86,59,0,5.600000149570405E-4
2020-06-02,ironsource,android_flightpilot,1862,0,49909,12587,54.589999908581376
2020-06-02,unityads,android_battleroyale,885,1726556,78356,0,255.20999978855252
2020-06-02,ironsource,battleroyale,1370,0,25726,5069,388.8899988271296
2020-06-02,applovin,android_sniper3d,1279,0,464931,135522,1329.250011201948
2020-06-02,vungle,android_sniper3d,1498,0,719872,190635,1302.7500010859221
2020-06-02,admob,android_flightpilot,1549,2883081,62673,1808,454.8852101912198
2020-06-02,admob,battletanksbeta,1037,949177,11404,199,215.0140662943013
2020-06-02,vungle,android_flightpilot,460,0,308,133,0.019999999552965164
2020-06-02,mintegral,ninjarunfree,740,39901,2339,1305,11.159999949857593
2020-06-02,mopub,sniper3d,1343,14270033,102658,13805,552.7106535627972
2020-06-02,chartboost,ninjarunfree,233,0,2771,565,3.514129259303445
2020-06-02,mintegral,android_sniper3d,1206,4849971,37736,9911,377.2599982880056
2020-06-02,admob,android_battletanksbeta,594,3896696,25537,420,434.1484515457414
2020-06-02,admob,battleroyale,792,4171663,11702,177,254.68798236176372
2020-06-03,mopub,ninjarunfree,71,120,0,0,0.0
2020-06-03,mopub,android_flightpilot,366,185665,94,8,0.012307400029385462
2020-06-03,unityads,android_sniper3d,2576,6750800,2517667,0,5640.649965355173
2020-06-03,facebook,android_flightpilot,2267,2781350,17438,472,186.04424728218873
2020-06-03,chartboost,flightpilot,39,0,4553,30,23.562658031471074
2020-06-03,admob,sniper3d,1342,24345248,156757,3205,2612.6323159909807
2020-06-03,ironsource,sniper3d,3188,0,143421,17646,1427.7200007550418
2020-06-03,applovin,android_battletanksbeta,132,0,4591,1122,21.97999982535839
2020-06-03,applovin,android_sniper3d,1160,0,392021,118788,1196.9799983110279
2020-06-03,applovin,ninjarunfree,134,0,3421,1069,5.440000029280782
2020-06-03,facebook,battletanksbeta,1432,1121563,10541,194,183.99326998833567
2020-06-03,facebook,android_battletanksbeta,587,3628734,11821,179,151.49554664362222
2020-06-03,adcolony,android_flightpilot,61,145,138,36,0.09164900099858642
2020-06-03,applovin,sniper3d,524,0,54121,15344,511.56000555865467
2020-06-03,admob,android_battleroyale,1252,6334366,25192,356,235.25439524441026
2020-06-03,admob,battleroyale,774,4161229,11728,234,261.19248825404793
2020-06-03,vungle,flightpilot,167,0,97,15,0.0
2020-06-03,ironsource,android_flightpilot,1881,0,48618,12517,55.42999979481101
2020-06-03,ironsource,android_battleroyale,1465,0,30775,5736,48.10999961383641
2020-06-03,applovin,android_battleroyale,180,0,2757,1127,19.259999765083194
2020-06-03,adcolony,android_sniper3d,17,95,67,0,0.04984000063268468
2020-06-03,chartboost,android_sniper3d,807,0,88485,527,668.4351484513754
2020-06-03,admob,android_sniper3d,1333,58291939,463909,6720,3486.837320034392
2020-06-03,unityads,android_flightpilot,1059,454297,118260,0,279.1100002527237
2020-06-03,ironsource,android_sniper3d,473,0,2982,17,1.989999994635582
2020-06-03,chartboost,ninjarunfree,240,0,3326,522,6.3087698506205925
2020-06-03,unityads,battletanksbeta,471,172294,12931,0,103.2800003439188
2020-06-03,vungle,android_sniper3d,1495,0,709539,197918,1428.9499982260168
2020-06-03,facebook,sniper3d,4176,38614116,453988,4200,1925.930202955482
2020-06-03,mintegral,ninjarunfree,758,58501,2600,1490,12.110000124201179
2020-06-03,inmobi,ninjarunfree,35,2252,109,13,0.07900000119116157
2020-06-03,ironsource,battleroyale,1372,0,24755,4844,352.9299952592701
2020-06-03,unityads,sniper3d,2023,1970687,600409,0,2927.3499889653176
2020-06-03,facebook,battleroyale,1849,6403923,39108,845,511.8146221784409
2020-06-03,mintegral,flightpilot,386,284324,19540,9430,69.47999985143542
2020-06-03,ironsource,ninjarunfree,2423,0,10065,3517,64.10000020265579
2020-06-03,vungle,android_battleroyale,91,0,0,0,0.0
2020-06-03,unityads,flightpilot,619,62486,18786,0,78.15999965928495
2020-06-03,adcolony,sniper3d,17,68,66,2,0.0
2020-06-03,mopub,flightpilot,149,694,0,0,0.0
2020-06-03,vungle,sniper3d,932,0,400274,267712,3166.289968824014
2020-06-03,vungle,android_flightpilot,439,0,325,146,0.029999999329447746
2020-06-03,inmobi,android_sniper3d,53,1855,2,1,0.0
2020-06-03,scalemonk,flightpilot,2,"",10,"",0.04061000049114227
2020-06-03,adcolony,flightpilot,136,2793,2800,804,11.038291813922115
2020-06-03,unityads,android_battleroyale,917,1766203,82355,0,277.6899992544204
2020-06-03,applovin,android_flightpilot,637,0,50704,22248,107.68999975919724
2020-06-03,tiktok,battletanksbeta,3,0,0,0,0.0
2020-06-03,applovin,flightpilot,273,0,8996,3547,55.65000020340085
2020-06-03,chartboost,android_flightpilot,261,0,5806,486,3.4795800885549397
2020-06-03,facebook,ninjarunfree,858,27500,6406,277,83.41418341267854
2020-06-03,ironsource,android_battletanksbeta,575,0,4572,539,22.69999964721501
2020-06-03,admob,battletanksbeta,1086,934134,10961,192,210.6930130487308
2020-06-03,vungle,ninjarunfree,71,0,0,0,0.0
2020-06-03,adcolony,ninjarunfree,80,2243,2257,1073,11.968607094604522
2020-06-03,facebook,flightpilot,1121,28832,8037,215,72.39381333405618
2020-06-03,unityads,ninjarunfree,313,29799,6330,0,8.029999835416675
2020-06-03,applovin,battletanksbeta,302,0,5491,1086,23.049999928101897
2020-06-03,tiktok,sniper3d,64,0,319070,10537,1982.999983459711
2020-06-03,vungle,battleroyale,32,0,0,0,0.0
2020-06-03,applovin,battleroyale,116,0,4111,1847,67.59000017307699
2020-06-03,ironsource,flightpilot,1235,0,10016,2227,52.32999932579696
2020-06-03,mopub,android_sniper3d,1326,43675228,199180,25314,708.1105901349802
2020-06-03,ironsource,battletanksbeta,849,0,6448,705,42.93000032193959
2020-06-03,chartboost,sniper3d,795,0,145704,154,1307.7588021750562
2020-06-03,admob,flightpilot,1305,478108,10895,436,108.95822390122339
2020-06-03,facebook,android_battleroyale,2761,13042767,59202,719,262.958254378711
2020-06-03,mintegral,sniper3d,618,5453712,16373,4684,204.2600010111928
2020-06-03,scalemonk,ninjarunfree,2,"",148,"",0.9984000227414072
2020-06-03,unityads,battleroyale,625,1029139,74787,0,345.84999986737967
2020-06-03,facebook,android_sniper3d,4136,99860480,1530117,10166,1538.8741702891784
2020-06-03,tiktok,flightpilot,4,0,3,1,0.0
2020-06-03,tiktok,battleroyale,5,0,3810,364,40.0
2020-06-03,admob,ninjarunfree,672,172190,2793,266,27.747320778667927
2020-06-03,admob,android_battletanksbeta,597,3782515,24809,427,439.06043910747394
2020-06-03,mintegral,android_sniper3d,1239,8052841,1289,421,12.860000042244792
2020-06-03,mopub,sniper3d,1339,14238599,88740,11922,452.8627518382855
2020-06-03,admob,android_flightpilot,1545,2898552,62280,2007,466.9869925356543
2020-06-03,unityads,android_battletanksbeta,445,1122423,310570,0,284.2799983471632
2020-06-04,applovin,android_flightpilot,621,0,49800,21807,110.97999917529523
2020-06-04,facebook,android_battleroyale,2764,12595414,54747,626,247.03316363258637
2020-06-04,tiktok,battleroyale,6,0,3793,350,37.70000076293945
2020-06-04,admob,ninjarunfree,663,177329,3789,335,37.25269235437736
2020-06-04,inmobi,ninjarunfree,40,2108,82,10,0.045000000041909516
2020-06-04,adcolony,android_flightpilot,60,177,161,35,0.15195300069171935
2020-06-04,unityads,android_battletanksbeta,439,1094647,284011,0,267.7000004388392
2020-06-04,chartboost,flightpilot,33,0,4109,26,21.358128875202965
2020-06-04,vungle,sniper3d,973,0,527423,354602,3803.07005170919
2020-06-04,admob,flightpilot,1267,482165,11677,509,114.70538716088049
2020-06-04,mopub,flightpilot,127,663,0,0,0.0
2020-06-04,ironsource,android_flightpilot,1876,0,51236,12693,61.550000332295895
2020-06-04,applovin,sniper3d,420,0,55216,14531,583.9900047685951
2020-06-04,scalemonk,ninjarunfree,2,"",195,"",1.475660029798746
2020-06-04,facebook,android_sniper3d,4103,98979942,1598307,10915,1620.4917168604193
2020-06-04,chartboost,ninjarunfree,255,0,4124,654,7.7227487060881685
2020-06-04,chartboost,android_sniper3d,833,0,103460,1374,729.7781800560842
2020-06-04,ironsource,ninjarunfree,2289,0,11048,3982,73.46000007167459
2020-06-04,mintegral,android_sniper3d,656,39110,4,3,0.03999999910593033
2020-06-04,unityads,ninjarunfree,303,30844,6486,0,8.229999952018261
2020-06-04,unityads,battletanksbeta,479,168081,15197,0,116.43999932333827
2020-06-04,applovin,battletanksbeta,242,0,4094,685,18.83999994955957
2020-06-04,admob,sniper3d,1320,24118365,181128,3821,3069.8678473592736
2020-06-04,admob,android_battletanksbeta,584,3755538,24773,410,436.77277276385576
2020-06-04,inmobi,android_sniper3d,60,1436,0,0,0.0
2020-06-04,mintegral,flightpilot,369,277744,15322,7308,53.059999506920576
2020-06-04,vungle,ninjarunfree,62,0,11,8,0.0
2020-06-04,admob,android_battleroyale,1257,6113143,22853,278,200.19561825692654
2020-06-04,adcolony,ninjarunfree,83,2420,2417,1487,12.865180257009342
2020-06-04,facebook,android_battletanksbeta,590,3642344,12038,198,164.64878098852932
2020-06-04,scalemonk,flightpilot,1,"",13,"",0.03678999841213226
2020-06-04,ironsource,android_battletanksbeta,562,0,6573,684,33.2600002810359
2020-06-04,vungle,android_battleroyale,94,0,0,0,0.0
2020-06-04,unityads,android_battleroyale,903,1716422,83061,0,280.9100017193705
2020-06-04,unityads,battleroyale,611,1019129,74001,0,345.0899981390685
2020-06-04,tiktok,battletanksbeta,2,0,0,0,0.0
2020-06-04,adcolony,android_sniper3d,19,87,65,0,0.047600000572856516
2020-06-04,facebook,flightpilot,1076,30036,8496,248,70.83824661512335
2020-06-04,unityads,flightpilot,613,63438,19311,0,74.12999994307756
2020-06-04,ironsource,flightpilot,1223,0,10920,2574,58.92999994009733
2020-06-04,mopub,sniper3d,1334,14161192,91069,12388,530.2412582847755
2020-06-04,mintegral,sniper3d,408,3576765,11079,3220,113.14999979734421
2020-06-04,chartboost,sniper3d,830,0,148641,178,1382.7423001265342
2020-06-04,mopub,android_flightpilot,366,184233,79,8,0.023597699888341594
2020-06-04,admob,battleroyale,776,4080532,13667,238,309.5403638333082
2020-06-04,applovin,android_battletanksbeta,150,0,4055,904,18.380000041797757
2020-06-04,admob,android_flightpilot,1541,2921771,66087,2012,484.6110586316181
2020-06-04,tiktok,flightpilot,4,0,1,0,0.0
2020-06-04,admob,android_sniper3d,1263,52184907,577043,8608,4379.487532173516
2020-06-04,ironsource,android_battleroyale,1463,0,30668,4912,49.05999970808625
2020-06-04,applovin,battleroyale,100,0,4018,1834,65.00000028871
2020-06-04,ironsource,battletanksbeta,828,0,6301,690,42.560000067576766
2020-06-04,applovin,android_battleroyale,162,0,1953,794,17.02999988384545
2020-06-04,applovin,ninjarunfree,127,0,3062,1002,5.069999987259507
2020-06-04,mintegral,ninjarunfree,761,60608,1507,878,6.6300000455230474
2020-06-04,vungle,battleroyale,39,0,0,0,0.0
2020-06-04,tiktok,sniper3d,64,0,326407,11036,2495.199968263507
2020-06-04,unityads,sniper3d,2053,1997296,616787,0,3413.189981687814
2020-06-04,mopub,ninjarunfree,63,96,0,0,0.0
2020-06-04,vungle,android_flightpilot,443,0,378,144,0.5199999809265137
2020-06-04,unityads,android_sniper3d,2689,7086941,3006774,0,6723.830028776079
2020-06-04,facebook,sniper3d,4128,39088494,459080,4432,2201.1868043101567
2020-06-04,ironsource,sniper3d,3181,0,165762,22475,1859.159984337166
2020-06-04,ironsource,android_sniper3d,494,0,3466,13,1.7800000086426735
2020-06-04,admob,battletanksbeta,1060,879078,10822,221,205.14786674594507
2020-06-04,vungle,flightpilot,186,0,111,28,0.0
2020-06-04,adcolony,flightpilot,128,2722,2735,836,10.730839852360077
2020-06-04,facebook,android_flightpilot,2309,2885554,18639,577,192.34264692284341
2020-06-04,vungle,android_sniper3d,1467,0,755391,217942,1512.6999906413257
2020-06-04,unityads,android_flightpilot,1058,457826,119893,0,279.0299993995577
2020-06-04,adcolony,sniper3d,19,67,67,2,0.0034000000450760126
2020-06-04,ironsource,battleroyale,1411,0,24039,4214,297.5599952340126
2020-06-04,facebook,battleroyale,1859,6357521,37108,742,481.1517825506162
2020-06-04,applovin,flightpilot,246,0,9332,3740,56.44000033847988
2020-06-04,facebook,battletanksbeta,1414,1050586,10631,197,195.44259265903383
2020-06-04,applovin,android_sniper3d,1178,0,453758,138812,1344.129994923249
2020-06-04,chartboost,android_flightpilot,274,0,5854,450,1.9862237117704353
2020-06-04,mopub,android_sniper3d,1308,39257952,219676,28280,777.0634714843472
2020-06-04,facebook,ninjarunfree,844,27380,6925,278,83.3909323613625
2020-06-05,facebook,battleroyale,1906,6610112,40475,887,617.910710478609
2020-06-05,vungle,ninjarunfree,73,0,2,2,0.0
2020-06-05,scalemonk,flightpilot,1,"",6,"",0.018719999119639397
2020-06-05,mintegral,ninjarunfree,745,66251,1326,769,5.840000042691827
2020-06-05,unityads,battletanksbeta,496,170450,15825,0,121.95000024326146
2020-06-05,facebook,android_flightpilot,2282,2957066,22043,686,227.6117257552687
2020-06-05,unityads,ninjarunfree,299,33370,7227,0,9.059999823570251
2020-06-05,tiktok,flightpilot,4,0,11,0,0.0
2020-06-05,vungle,android_flightpilot,448,0,390,159,0.019999999552965164
2020-06-05,tiktok,battletanksbeta,4,0,0,0,0.0
2020-06-05,vungle,android_battleroyale,68,0,0,0,0.0
2020-06-05,applovin,ninjarunfree,118,0,3044,883,4.749999945983291
2020-06-05,unityads,android_battletanksbeta,447,1188255,291942,0,280.2699988987297
2020-06-05,mintegral,sniper3d,406,4255493,10406,3075,107.65999812632799
2020-06-05,adcolony,flightpilot,155,2803,2812,763,10.856959176482633
2020-06-05,ironsource,flightpilot,1256,0,11596,2580,62.73999999091029
2020-06-05,mintegral,flightpilot,389,299788,12052,5842,38.63999916613102
2020-06-05,adcolony,sniper3d,16,56,47,4,0.0017000000225380063
2020-06-05,mopub,android_sniper3d,1333,40216870,209910,26539,762.1106609236449
2020-06-05,facebook,android_sniper3d,4160,101889900,1622980,10605,1663.7236100946993
2020-06-05,admob,android_battletanksbeta,597,4193167,25219,385,424.86497120466083
2020-06-05,vungle,flightpilot,192,0,159,36,0.0
2020-06-05,ironsource,sniper3d,3309,0,195518,26171,2213.6599909495562
2020-06-05,ironsource,android_battletanksbeta,580,0,5382,628,28.769999999552965
2020-06-05,chartboost,sniper3d,858,0,160883,170,1567.5285018910945
2020-06-05,tiktok,sniper3d,67,0,349980,12580,2794.6999861449003
2020-06-05,unityads,android_flightpilot,1105,473515,127945,0,306.15999894589186
2020-06-05,unityads,android_battleroyale,915,1729014,85236,0,288.05999977327883
2020-06-05,facebook,android_battletanksbeta,594,4144846,12477,201,163.9340008692816
2020-06-05,facebook,battletanksbeta,1433,1101932,11790,194,204.49540905840695
2020-06-05,facebook,flightpilot,1137,37017,11625,305,108.92419795750175
2020-06-05,applovin,android_flightpilot,630,0,50846,22454,106.95999944396317
2020-06-05,adcolony,android_sniper3d,22,116,96,0,0.00279999990016222
2020-06-05,mopub,ninjarunfree,55,107,0,0,0.0
2020-06-05,scalemonk,ninjarunfree,2,"",159,"",1.3088899916037917
2020-06-05,admob,android_battleroyale,1236,6132072,22601,318,190.7642609011382
2020-06-05,vungle,sniper3d,1017,0,617155,426282,4794.8799404185265
2020-06-05,unityads,battleroyale,606,1049835,78465,0,375.3500017579645
2020-06-05,admob,flightpilot,1309,510040,12609,533,116.8024488715455
2020-06-05,ironsource,android_battleroyale,1467,0,28519,4787,49.05000014975667
2020-06-05,mintegral,android_sniper3d,1744,7045285,149615,41044,228.9399986602366
2020-06-05,facebook,ninjarunfree,858,30954,8587,353,95.330560642411
2020-06-05,admob,sniper3d,1339,26753745,205492,5188,3518.6839548191056
2020-06-05,mopub,sniper3d,1331,15849836,96079,13760,542.8571053536143
2020-06-05,facebook,sniper3d,4221,43922866,457699,5333,2483.5184639284853
2020-06-05,mopub,flightpilot,137,758,0,0,0.0
2020-06-05,unityads,android_sniper3d,2781,7107397,3120828,0,6878.269985837862
2020-06-05,applovin,sniper3d,518,0,67149,19263,707.6499882377684
2020-06-05,chartboost,android_flightpilot,292,0,6609,507,1.9681033362357994
2020-06-05,adcolony,ninjarunfree,82,2647,2672,1545,13.268682842724957
2020-06-05,admob,battleroyale,796,4189541,14994,271,334.50891789607704
2020-06-05,admob,android_flightpilot,1531,2993846,69807,2025,505.5399400111128
2020-06-05,facebook,android_battleroyale,2719,12814883,59663,714,334.9919320659683
2020-06-05,admob,battletanksbeta,1081,891059,11189,189,208.0880142459646
2020-06-05,vungle,battleroyale,32,0,0,0,0.0
2020-06-05,applovin,battletanksbeta,282,0,4346,887,18.97999992594123
2020-06-05,applovin,android_battletanksbeta,146,0,3687,858,18.070000065490603
2020-06-05,applovin,battleroyale,109,0,4713,2136,80.55000098235905
2020-06-05,ironsource,battleroyale,1428,0,24291,4469,247.61999700963497
2020-06-05,admob,android_sniper3d,1330,54793438,642877,9108,4603.579746603034
2020-06-05,ironsource,android_flightpilot,1851,0,50248,11849,60.25000001117587
2020-06-05,mopub,android_flightpilot,379,188945,89,8,0.012398400103847962
2020-06-05,vungle,android_sniper3d,1396,0,774518,247828,2026.659997496754
2020-06-05,inmobi,android_sniper3d,43,1463,2,0,0.0020000000949949026
2020-06-05,applovin,android_battleroyale,195,0,2019,858,16.209999855607748
2020-06-05,ironsource,battletanksbeta,831,0,6195,612,42.23000002838671
2020-06-05,tiktok,battleroyale,4,0,3730,357,37.89999961853027
2020-06-05,unityads,sniper3d,2130,2287031,707117,0,3901.82999827154
2020-06-05,chartboost,ninjarunfree,257,0,4366,681,7.490453394741053
2020-06-05,applovin,flightpilot,262,0,10020,3938,61.199999963864684
2020-06-05,adcolony,android_flightpilot,64,158,138,42,0.07646800047950819
2020-06-05,applovin,android_sniper3d,1181,0,458983,138654,1306.1099933441728
2020-06-05,ironsource,ninjarunfree,2470,0,11362,3635,76.19000107422471
2020-06-05,ironsource,android_sniper3d,528,0,3364,12,4.320000141859055
2020-06-05,chartboost,flightpilot,42,0,5085,27,26.863030304870335
2020-06-05,inmobi,ninjarunfree,40,3017,99,16,0.06299999915063381
2020-06-05,chartboost,android_sniper3d,824,0,97491,1141,697.2728048737517
2020-06-05,unityads,flightpilot,609,68003,21301,0,80.39999954216182
2020-06-05,admob,ninjarunfree,661,184384,3754,271,31.921950612799264
2020-06-06,ironsource,flightpilot,1243,0,12173,2701,70.73000060208142
2020-06-06,admob,battletanksbeta,1073,899774,12996,229,253.48699202155694
2020-06-06,ironsource,battleroyale,1397,0,27593,4878,280.230001764372
2020-06-06,ironsource,android_battletanksbeta,563,0,5483,659,29.97000008262694
2020-06-06,facebook,flightpilot,1189,40383,12566,372,122.73402137181256
2020-06-06,unityads,battletanksbeta,481,173044,15282,0,119.01999996043742
2020-06-06,chartboost,android_flightpilot,290,0,7139,538,2.657226608360361
2020-06-06,adcolony,android_flightpilot,58,209,188,50,0.09435200208099559
2020-06-06,unityads,android_battletanksbeta,440,1216631,282489,0,273.54999857768416
2020-06-06,vungle,android_battleroyale,64,0,0,0,0.0
2020-06-06,vungle,sniper3d,1022,0,759711,547259,5605.069948846474
2020-06-06,adcolony,android_sniper3d,19,90,84,13,0.18311999476281926
2020-06-06,scalemonk,ninjarunfree,1,"",180,"",1.7418400049209595
2020-06-06,mintegral,android_sniper3d,1670,11395620,67503,15875,98.51000009849668
2020-06-06,mopub,android_sniper3d,1318,40345326,194173,24101,712.7659705537371
2020-06-06,unityads,android_battleroyale,997,1809426,91687,0,367.2300000861287
2020-06-06,unityads,battleroyale,606,1075309,78960,0,388.7800014279783
2020-06-06,admob,battleroyale,793,4260662,17276,266,393.0179916853085
2020-06-06,admob,android_sniper3d,1332,60524456,704321,9501,5436.566849199124
2020-06-06,adcolony,ninjarunfree,102,3136,3140,1479,17.23118918997352
2020-06-06,admob,ninjarunfree,688,196336,3141,228,24.894400370772928
2020-06-06,scalemonk,flightpilot,1,"",10,"",0.049710001796483994
2020-06-06,mopub,android_flightpilot,371,193970,88,4,0.019284299782157177
2020-06-06,admob,android_flightpilot,1521,3135460,76499,2334,560.233926568857
2020-06-06,admob,flightpilot,1314,548769,14573,624,157.23000712879002
2020-06-06,mopub,flightpilot,156,906,0,0,0.0
2020-06-06,vungle,ninjarunfree,75,0,4,3,0.0
2020-06-06,admob,android_battletanksbeta,595,4354908,27398,478,469.545844190754
2020-06-06,tiktok,sniper3d,67,0,450399,18808,4098.399990208447
2020-06-06,unityads,android_flightpilot,1104,494903,134305,0,332.58999979123473
2020-06-06,facebook,android_sniper3d,4124,102187963,1577588,10512,1666.953711224629
2020-06-06,ironsource,android_sniper3d,464,0,3487,5,1.8499999437481165
2020-06-06,tiktok,flightpilot,4,0,11,2,0.20000000298023224
2020-06-06,tiktok,battletanksbeta,2,0,0,0,0.0
2020-06-06,applovin,android_sniper3d,1143,0,483125,142465,1345.6199906114489
2020-06-06,applovin,android_flightpilot,630,0,53705,23707,127.22999956086278
2020-06-06,unityads,flightpilot,620,76100,24464,0,97.84999982453883
2020-06-06,adcolony,sniper3d,16,45,46,1,0.0
2020-06-06,mopub,ninjarunfree,96,162,0,0,0.0
2020-06-06,unityads,sniper3d,2108,2340908,688994,0,4110.26000081189
2020-06-06,applovin,android_battleroyale,210,0,3763,1962,22.81000019982457
2020-06-06,ironsource,battletanksbeta,848,0,6040,583,42.059999853372574
2020-06-06,applovin,flightpilot,257,0,11638,4567,71.43999947793782
2020-06-06,vungle,android_battletanksbeta,1,0,0,0,0.0
2020-06-06,adcolony,flightpilot,159,2915,2927,808,10.53844905513688
2020-06-06,ironsource,sniper3d,3336,0,211232,25137,2433.8199921250343
2020-06-06,applovin,battletanksbeta,300,0,4873,1058,21.329999905079603
2020-06-06,unityads,ninjarunfree,312,35881,7796,0,10.920000048354268
2020-06-06,admob,sniper3d,1340,27773254,240198,6561,4314.552610300947
2020-06-06,facebook,android_flightpilot,2253,3084774,24144,719,252.36566907374072
2020-06-06,applovin,battleroyale,120,0,4635,2113,79.62999963387847
2020-06-06,inmobi,ninjarunfree,37,2346,116,13,0.12200000078883022
2020-06-06,tiktok,battleroyale,5,0,4630,449,61.599998474121094
2020-06-06,vungle,android_sniper3d,1327,0,914157,306141,2420.300002042204
2020-06-06,chartboost,flightpilot,37,0,5881,37,33.78426657899399
2020-06-06,mintegral,ninjarunfree,767,76064,1893,1173,9.599999776110053
2020-06-06,ironsource,android_flightpilot,1859,0,55115,12884,68.7899996638298
2020-06-06,chartboost,sniper3d,833,0,161604,174,1638.2037489402137
2020-06-06,facebook,battletanksbeta,1413,1081858,11040,204,203.68244972266257
2020-06-06,facebook,battleroyale,1866,6513113,42116,922,663.8120099750231
2020-06-06,ironsource,android_battleroyale,1475,0,25120,4277,43.420000061392784
2020-06-06,applovin,sniper3d,515,0,87016,27589,988.4699806384742
2020-06-06,unityads,android_sniper3d,2706,7337449,3366774,0,7363.060003083199
2020-06-06,applovin,android_battletanksbeta,115,0,3462,872,17.99000020697713
2020-06-06,mintegral,flightpilot,390,334976,14692,7090,51.40000016614795
2020-06-06,chartboost,ninjarunfree,261,0,4926,723,9.67442193410534
2020-06-06,vungle,battleroyale,31,0,0,0,0.0
2020-06-06,vungle,flightpilot,195,0,101,26,0.0
2020-06-06,facebook,android_battletanksbeta,597,4250213,11412,192,150.57399981748313
2020-06-06,mintegral,sniper3d,398,4599059,10464,3090,116.86999907530844
2020-06-06,chartboost,android_sniper3d,808,0,98244,1191,725.3710391107597
2020-06-06,facebook,ninjarunfree,905,34624,11197,490,124.64444496366195
2020-06-06,vungle,android_flightpilot,461,0,358,162,0.019999999552965164
2020-06-06,ironsource,ninjarunfree,2642,0,12182,4009,80.45999982394278
2020-06-06,mopub,sniper3d,1329,16215936,94920,13754,529.7651738778222
2020-06-06,inmobi,android_sniper3d,46,1954,1,0,0.0
2020-06-06,facebook,sniper3d,4166,44291641,478197,5477,2576.280195273983
2020-06-06,applovin,ninjarunfree,126,0,3289,1011,4.480000037699938
2020-06-06,facebook,android_battleroyale,2697,12523529,66570,766,371.2609512753261
2020-06-06,admob,android_battleroyale,1242,6385646,18053,216,173.8697122312151
2020-06-07,chartboost,flightpilot,51,0,6127,45,33.5655017272511
2020-06-07,admob,ninjarunfree,624,203567,3377,259,29.031694709672593
2020-06-07,mopub,ninjarunfree,42,102,0,0,0.0
2020-06-07,unityads,ninjarunfree,302,37464,8824,0,11.979999989271164
2020-06-07,scalemonk,ninjarunfree,1,"",280,"",2.315999984741211
2020-06-07,applovin,battletanksbeta,270,0,4516,950,20.42999979481101
2020-06-07,inmobi,ninjarunfree,38,2559,107,11,0.05800000065937638
2020-06-07,chartboost,sniper3d,873,0,177410,189,1782.729164322438
2020-06-07,admob,android_battleroyale,1251,6402639,17850,146,159.80077201570384
2020-06-07,vungle,flightpilot,202,0,111,22,0.0
2020-06-07,facebook,battleroyale,1866,6381061,40055,848,570.2141207072418
2020-06-07,adcolony,android_sniper3d,21,70,73,1,0.011200000066310167
2020-06-07,mintegral,ninjarunfree,718,78167,1829,1112,9.46999997086823
2020-06-07,ironsource,android_battletanksbeta,566,0,4435,599,23.599999947473407
2020-06-07,facebook,ninjarunfree,783,33268,11540,497,121.22658709692769
2020-06-07,ironsource,sniper3d,3311,0,227157,26653,2471.25997684896
2020-06-07,mopub,sniper3d,1335,16720914,106122,14582,572.5779868820682
2020-06-07,admob,flightpilot,1356,564499,12800,446,139.79657240677625
2020-06-07,tiktok,flightpilot,4,0,3,0,0.0
2020-06-07,vungle,sniper3d,1023,0,555788,398766,5149.28010103479
2020-06-07,chartboost,ninjarunfree,232,0,5320,591,12.735460349969799
2020-06-07,facebook,sniper3d,4198,45034143,525930,5312,2440.847437315242
